density,temperature,TPSA,MW,LogP,delta_phi
95.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-0.961810800980382
97.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.0132759527268291
97.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-1.0678984555024962
98.99999999999999,80.46052631578948,100.0,9.166827023635227,1.0,-1.1258198942025666
100.0,80.46052631578948,100.0,9.166827023635227,1.0,-1.1871886016574218
1.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.402106603339435
2.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.429349184657717
3.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.449812166487367
4.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.464150400730642
5.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.4729789657243924
6.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.4768745153798244
6.999999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.476376239914884
8.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.4719866281785488
9.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.464172163906484
9.999999999999998,86.97368421052632,100.0,9.166827023635227,1.0,-1.4533640517928703
11.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.439959040078353
12.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.424320382585778
13.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.4067789636096293
13.999999999999998,86.97368421052632,100.0,9.166827023635227,1.0,-1.3876345930394904
15.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.3671574660942851
15.999999999999998,86.97368421052632,100.0,9.166827023635227,1.0,-1.3455897717473526
17.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.3231474261071785
18.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.3000219015021046
18.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.276382118628401
20.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.252376367680117
21.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.2281342246821905
22.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.2037684310698975
23.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.1793767076405572
23.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.1550434780712762
24.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.130841481959882
25.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.106833262507681
26.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.0830725192400947
28.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.0596053212771803
29.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.0364711813851244
29.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-1.0137039951489957
30.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-0.9913328529610164
31.999999999999996,86.97368421052632,100.0,9.166827023635227,1.0,-0.9693827350455494
33.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.947875101500274
33.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.9268283905340714
35.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.906258439092196
36.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.8861788412926047
36.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.8666012617805992
38.00000000000001,86.97368421052632,100.0,9.166827023635227,1.0,-0.8475357229371425
38.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.828990885773165
40.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.8109743425632735
41.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.7934929331580365
41.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7765530861175793
42.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7601611723604917
43.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7443238472454418
45.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.7290483517689275
45.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7143427476276456
47.00000000000001,86.97368421052632,100.0,9.166827023635227,1.0,-0.7002160730861942
47.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6866784223541504
48.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6737409651118219
49.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6614159312791684
50.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6497165880632962
51.999999999999986,86.97368421052632,100.0,9.166827023635227,1.0,-0.6386572325609158
52.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6282532153347036
54.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.6185210004083164
55.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.6094782573252719
55.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6011439735472157
57.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5935385720590587
57.999999999999986,86.97368421052632,100.0,9.166827023635227,1.0,-0.5866840198743591
58.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5806039172048304
59.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5753235626272032
60.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5708699948631885
62.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5672720155356509
62.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.564560199031179
63.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5627668956395792
65.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.561926233116013
66.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5620741204291314
67.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5632482562361211
67.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5654881437997483
69.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5688351136376575
70.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5733323550329965
71.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5790249574894186
71.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.5859599631525796
73.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.5941864310865905
73.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6037555140738217
75.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.6147205483205876
75.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6271371561304893
76.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.6410633612902137
77.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.656559716620724
79.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.6736894429102998
80.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.6925185782690546
81.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.7131161368433035
81.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7355542757967372
82.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.7599084695079121
84.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.7862576900379007
85.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.8146845930835029
86.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.8452757088399124
86.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.8781216374365961
87.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-0.913317248878178
89.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.9509618876997076
90.0,86.97368421052632,100.0,9.166827023635227,1.0,-0.9911595828292624
90.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.0340192634286278
92.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.0796549817504844
92.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.1281861442999284
93.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.1797377528205244
94.99999999999997,86.97368421052632,100.0,9.166827023635227,1.0,-1.2344406568324562
95.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.2924318196386566
97.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.3538545998804783
97.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.4188590508718226
98.99999999999999,86.97368421052632,100.0,9.166827023635227,1.0,-1.4876022400730684
100.0,86.97368421052632,100.0,9.166827023635227,1.0,-1.5602485911871131
1.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.6491834354304815
2.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.66132446774829
3.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.668474361600376
4.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.6711148395757784
5.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.669702215807265
6.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.6646672668652651
6.999999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.6564151261397453
8.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.6453252331020478
9.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.631751379010237
9.999999999999998,93.48684210526316,100.0,9.166827023635227,1.0,-1.6160218794844816
11.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.5984398942534348
12.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.5792839051946346
13.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.558808355567603
13.999999999999998,93.48684210526316,100.0,9.166827023635227,1.0,-1.537244446100004
15.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.514801077387235
15.999999999999998,93.48684210526316,100.0,9.166827023635227,1.0,-1.4916659229504057
17.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.4680066133049705
18.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.4439720085300711
18.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.4196935350905215
20.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.395286561996279
21.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.3708517917174958
22.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.346476642493892
23.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.322236600652864
23.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.298196524122044
24.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.2744118813208007
25.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.250929912866364
26.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.2277907068757357
28.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.2050281819370627
29.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.182670974961592
29.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.160743234030193
30.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.1392653189890187
31.999999999999996,93.48684210526316,100.0,9.166827023635227,1.0,-1.118254414918908
33.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.097725065711327
33.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.0776896368375724
35.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.0581587179600227
36.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.039141477215643
36.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.0206459796230123
38.00000000000001,93.48684210526316,100.0,9.166827023635227,1.0,-1.002679481853512
38.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.9852487142467892
40.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.9683601581713628
41.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.9520203225997876
41.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.936236018492618
42.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.9210146242157295
43.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.9063643311183116
45.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.892294356917305
45.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8788151164295362
47.00000000000001,93.48684210526316,100.0,9.166827023635227,1.0,-0.8659383441952504
47.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.85367717037275
48.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8420461581071765
49.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8310613156046739
50.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8207400981625451
51.999999999999986,93.48684210526316,100.0,9.166827023635227,1.0,-0.8111014140381289
52.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8021656437727708
54.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7939546766588562
55.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7864919620770389
55.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7798025689885696
57.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7739132449175861
57.999999999999986,93.48684210526316,100.0,9.166827023635227,1.0,-0.7688524664331696
58.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7646504758005526
59.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7613393020170236
60.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7589527677743171
62.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7575264862262984
62.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7570978525096664
63.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7577060349269962
65.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7593919699612138
66.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7621983642933913
67.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7661697060666426
67.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.7713522869340294
69.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7777942359644106
70.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7855455661820389
71.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.7946582343029759
71.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8051862140323531
73.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.8171855830710002
73.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8307146237416256
75.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.8458339368994938
75.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.8626065685577204
76.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.881098148453576
77.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-0.901377039623542
79.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.9235144979512896
80.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.947584840609334
81.0,93.48684210526316,100.0,9.166827023635227,1.0,-0.97366562233078
81.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.0018378185218622
82.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.0321860143522374
84.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.064798599130703
85.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.099767965481354
86.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.1371907130718988
86.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.1771678568981558
87.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.2198050403936422
89.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.2652127538992632
90.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.313506559287871
90.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.3648073217909706
92.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.4192414503083683
92.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.4769411477008818
93.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.5380446727643258
94.99999999999997,93.48684210526316,100.0,9.166827023635227,1.0,-1.602696615761467
95.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.6710481895492215
97.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.7432575384820683
97.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.819490067402231
98.99999999999999,93.48684210526316,100.0,9.166827023635227,1.0,-1.899918793147056
100.0,93.48684210526316,100.0,9.166827023635227,1.0,-1.984724721118912
1.0,100.0,100.0,9.166827023635227,1.0,-1.86743383944218
2.0,100.0,100.0,9.166827023635227,1.0,-1.8714503487001788
3.0,100.0,100.0,9.166827023635227,1.0,-1.8714368182868573
4.0,100.0,100.0,9.166827023635227,1.0,-1.867790359865984
5.0,100.0,100.0,9.166827023635227,1.0,-1.860887640356205
6.0,100.0,100.0,9.166827023635227,1.0,-1.851084690447372
6.999999999999999,100.0,100.0,9.166827023635227,1.0,-1.8387167532775823
8.0,100.0,100.0,9.166827023635227,1.0,-1.824098205490488
9.0,100.0,100.0,9.166827023635227,1.0,-1.8075225714070984
9.999999999999998,100.0,100.0,9.166827023635227,1.0,-1.7892626456712502
11.0,100.0,100.0,9.166827023635227,1.0,-1.7695707344545295
12.0,100.0,100.0,9.166827023635227,1.0,-1.748679020238463
13.0,100.0,100.0,9.166827023635227,1.0,-1.7268000504371066
13.999999999999998,100.0,100.0,9.166827023635227,1.0,-1.7041273457840225
15.0,100.0,100.0,9.166827023635227,1.0,-1.680836120578527
15.999999999999998,100.0,100.0,9.166827023635227,1.0,-1.6570841036415218
17.0,100.0,100.0,9.166827023635227,1.0,-1.6330124462314832
18.0,100.0,100.0,9.166827023635227,1.0,-1.608746701253576
18.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.584397856867991
20.0,100.0,100.0,9.166827023635227,1.0,-1.56006340705938
21.0,100.0,100.0,9.166827023635227,1.0,-1.5358284418258867
22.0,100.0,100.0,9.166827023635227,1.0,-1.5117667403266606
23.0,100.0,100.0,9.166827023635227,1.0,-1.487941851506012
23.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.464408148298203
24.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.441211843397874
25.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.418391956652569
26.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.39598122629238
28.0,100.0,100.0,9.166827023635227,1.0,-1.3740069583670638
29.0,100.0,100.0,9.166827023635227,1.0,-1.3524918108522268
29.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.331454510866762
30.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.3109105053018757
31.999999999999996,100.0,100.0,9.166827023635227,1.0,-1.2908725468927598
